mitra_name,address,description,program,course_position
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Mockup Wireframe User Flow Collaboration between user experience research divisions,Magang,UI/UX Developer
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","User Behaviour Research User Experience Design & Optimization Visual Design User Interface Design & Optimization Softskill ""AKHLAK & ACTION""",Magang,UI / UX Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Visual Design User Behavior Research User Interface Design & Optimization Softskill ""AKHLAK & ACTION"" User Experience Design & Optimization",Magang,UI / UX Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","User Experience Design & Optimization  Visual Design User Behavior Research User Interface Design & Optimization Softskill ""AKHLAK & ACTION""",Magang,UI/UX Intern
PT Shippindo Teknologi Logistik,"GoWork XL Axiata Tower 10th floor Jl. H. R. Rasuna Said X5 Kav. 11-12, Kuningan, Jakarta Selatan, Indonesia","Ability to innovate in a Conceptual UX Design company Ability to become an Individual Contributor Visual Design (layout, typography and visual hierarchy) Understanding of logistics and warehousing technology business models Content Strategy Understanding of work behavior in technology companies Promoting Design Thinking (Conceptual UX Design)",Magang,UI/UX Intern
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Digital Product Solution Design Customer Insights & Understanding User Experience Evaluation User Experience Design Valuation Analysis Value - Kolaboratif	 Value - Harmonis	 Value - Adaptif	 Job Performance Value - Amanah	 Value - Loyal	 Value - Kompeten,Magang,UI/UX Research.
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",User Experience Design Digital Product Solution Design Valuation Analysis Customer Insights & Understanding User Experience Evaluation Value - Amanah Value - Loyal	 Value - Kolaboratif	 Value - Harmonis	 Value - Kompeten	 Job Performance Value - Adaptif,Magang,UI/UX  Specialist
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ",Analyze data and provide accurate reports Underwriting Strategy and how it affects the business Dynamic teamwork Adaptability Communication skills,Magang,Underwriting Analyst
PT GIT SOLUTION,(Alamat Tidak Tersedia),"Understanding of game design, programming, use of APIs, Cloud Repository Introduction of MVP Class orientation (Brainstorming, Team Work, Introduction of Tools) Introduction of C# Unity3D Programming Use of Cloud Repository",Magang,Unity 3D Programmer
PT Cerdas Digital Nusantara,"Jl. Makaliwe Raya No.36 RT.002 RW.005 Grogol, Grogol Petamburan Jakarta Barat, DKI Jakarta",Softskills I: Building effective communication skills (SKKNI P.85SOF00.017.1) Collecting leads Softskills III: Developing the ability to face challenges in the workplace (SKKNI P.85SOF00.009.1 ) Softskills II: Developing the ability to think critically in solving problems and finding solutions ( SKKNI P.85SOF00.004.1) Prepare pitching deck or presentation Market analysis and research Onboarding program/project,Magang,Upskill Partnership Acquisition Intern 
PT Cerdas Digital Nusantara,"Jl. Makaliwe Raya No.36 RT.002 RW.005 Grogol, Grogol Petamburan Jakarta Barat, DKI Jakarta","Softskills II: Developing critical thinking skills in solving problems and finding solutions (SKKNI P.85SOF00.004.1) Helping and supporting related departments Softskills I: Building effective communication skills (SKKNI P.85SOF00.017.1) Softskills III: Developing the ability to face challenges in workplace (SKKNI P.85SOF00.009.1 ) Ensuring operations run smoothly, and making reports Looking for potential partnership schemes Preparing administrative needs",Magang,Upskill Partnership (Retention) 
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Management Skill Basic Project Management E-Commerce mechanic Basic Knowledge Problem Solving Communication skills Presentation Skill Planning & Organizing Skills,Magang,User Growth - Conversion - Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Management Skill Communication Ability E-Commerce mechanic Basic Knowledge Problem Solving Presentation Skill Planning & Organizing Basic Project Management Skills,Magang,User Growth - Performance & Content Marketing - Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Management Skill Problem Solving Presentation Skill Planning & Organizing Skills Communication Skill Analisa Data Basic Project Management,Magang,User Operation Acquisition - Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Management Skill Basic Project Management Ability to communicate E-Commerce mechanic Basic Knowledge Problem Solving Presentation Skill Planning & Organizing Skills,Magang,User Operation Frequency - Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Presentation Skill Management Skill Basic Project Management Problem Solving Communication Skill Planning & Organizing Skills Analisa Data,Magang,User Operation Steering - Intern
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Communication Engineering Service Ethics & Communication Media Analysis and Problem Solving Implementation of the Use of Communication Media in Handling User Requests Through the Media Used Campaign.com,Magang,User Relations Intern
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ","Adaptability Dynamic teamwork Understanding the design thinking process Developing digital, social media design Photoshop, illustrator, HTML, UI & 3D Animation skills",Magang,UX Designer
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Framework Thinking Project Management  Idea Generation Collaborative skills  Design Craftmanship,Magang,UX Designer
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia","Design Thinking Wireframing & Storyboarding Design Tool Soft skill : Leadership, Problem Solving, Decision Making  Data Analysis - Product Measurement Agile Methodology",Magang,UX Designer Intern
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Data and Knowledge Management Generating and evaluating the solution  Framework Thinking Understanding users problematic needs  Participant Recruitment Intergrated UX Research,Magang,UX Researcher
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Theory and Practice of Compilation of Data Analysis Research Design - Product Measurement User Experience Research Data Analysis as a Need for Research Intra and Extra Capacity Management Process of Data Collection and Field Studies,Magang,UX Researcher Intern
PT Pilihanmu Indonesia Jaya,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",User Experience Design Research & Usability Testing User Interface Design Business Insight Fundamentals of product quality assurance,Magang,UX/UI Designer
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Collaborative skills  Framework Thinking Design Craftmanship Idea Generation Mastery - Writing,Magang,UX Writer
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Presentation Skill Negotiation Skill Project Management Market Insight Analysis (Top Down Analysis) Problem Solving Communication Skill Technical Competency (MS Office/ Excel Intermediate & Power Point, Office Tools Emails Teamfile etc).",Magang,Vendor Acquisition Electronics Marketplace
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Project Management Communication Skill Presentation Skill Problem Solving Negotiation Skill MS. Excel Competency Leadership Skill,Magang,Vendor Acquisition Fashion Marketplace
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Problem Solving Market Insight Analysis (Top Down Analysis) Presentation Skill Project Management Negotiation Skill Communication Skill MS. Excel Competency,Magang,Vendor Acquisition FMCG Marketplace
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Project Management Problem Solving MS. Excel Competency Communication Skill Potential Store Assessment Analysis Presentation Skill Negotiation Skill,Magang,Vendor Acquisition General Merchandise Marketplace
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Presentation Skill Problem Solving Analytical Thinking MS. Excel Competency Negotiation Skill Project Management Communication Skill,Magang,Vendor Acquisition LazMall
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Communication Skill Analisa Data Presentation Skill Problem Solving Analytical Thinking Project Management Pengetahuan Basic Management Skills,Magang,Vendor Management Intern
PT GIT SOLUTION,(Alamat Tidak Tersedia),"Conducting research related to video content trends Conducting research on media platforms Understanding of video content creators, the rules in video content Understanding design briefs Class orientation (Brainstorming, Team Work, Introduction to Tools) Creating Product Video content",Magang,Video Content Creator
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Video Editing Audio Mixing Videography Live Streaming Production Scriptwriting,Magang,Video Content Creator Intern
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,UI/UX Jr. Public Speaking Project Management Graphic Design Video Editors,Magang,Video dan Graphic Design Editor
PT Sebangku Jaya Abadi,Yogyakarta,Design Thinking Visual Branding Video tutorial dan hands on production Motion Comic production Desain Media Interaktif,Magang,Video Editor
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),Project Management Production Editing Soft Skills Kehadiran,Magang,Video Editor
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Familiar with Adobe Family Having Creative Thinking Team work Can make interesting works according to the direction of the Time management mentor,Magang,Video Editor - Creative Marketing
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Understand and be able to improve the work experience of employees in Video Understanding Tools Reporting Skills Communication Skills Teamwork Skills,Magang,Video Editor - Employer Branding (HR)
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581","Mastery of video editing software Footage capture Content coordination Ideas, images and data Visual graphics",Magang,Videografer
PT Mitra Integrasi Informatika,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Social Media Plan Campaign Planning and Budgeting Social Media Strategy Scripting  Teknik produksi Traffic and Funneling,Magang,Videographer
UPT Solo Technopark,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Creativity Leadership and Teamwork Problem Solving and Critical Thinking Communication and Collaboration Work Ethics and Professionalism Project Management and Time Management,Magang,Videographer and Photographer Officer
UPT Solo Technopark,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Communication and Collaboration Creativity Problem Solving and Critical Thinking Work Ethics and Professionalism Leadership and Teamwork Project Management and Time Management,Magang,Visual Communication Design Officer
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Content Strategy Content Design Content Delivery Job Performance  Strategic Communication Plan Content Review Job Performance Value - Harmonis	 Value - Kompeten	 Value - Kolaboratif	 Value - Amanah	 Value - Loyal	 Value - Adaptif,Magang,Visual Designer
